"biblio_id","author_id","level"
1,1,1
2,2,1
2,3,2
2,4,2
2,5,2
2,6,2
3,7,1
3,8,2
4,9,1
5,10,1
6,11,1
6,12,2
8,15,1
9,16,1
10,17,1
10,18,2
11,19,1
11,20,2
12,21,1
13,22,1
14,23,1
15,24,1
4225,11,2
4225,12,2
4226,15,2
4227,13,2
4227,14,2
4228,19,2
4228,20,2
4229,10,2
4230,17,2
4230,18,2
4231,16,2
4232,1,2
4233,7,2
4233,8,2
4234,2,2
4234,3,2
4234,4,2
4234,5,2
4234,6,2
4235,9,2
4236,21,2
4237,22,2
4238,23,2
4239,24,2
