"author_id","author_name","author_year","authority_type","auth_list","input_date","last_update"
31,Carolyn Holderred Heggen,,p,,"2007-11-29","2007-11-29"
32,"",,p,,"2007-11-29","2007-11-29"
33,Gary Chapman,,p,,"2007-11-29","2007-11-29"
34,Patrick M.Morley,,p,,"2007-11-29","2007-11-29"
35,PAUL GUNADI,,p,,"2007-11-29","2007-11-29"
36,Graham Roberts,,p,,"2007-11-29","2007-11-29"
37,Purnawan Kristanto,,p,,"2007-11-29","2007-11-29"
38,Bill Crowder,,p,,"2007-11-29","2007-11-29"
39,Bruce Milne,,p,,"2007-11-29","2007-11-29"
40,Mike Viv Hibbert,,p,,"2007-11-29","2007-11-29"
41,Carson Pue,,p,,"2007-11-29","2007-11-29"
42,"DANIEL LUCAS LUKITO,Th.D.",,p,,"2007-11-29","2007-11-29"
43,"Kenneth Boa , Sid Buzzell , Bill Perkins",,p,,"2007-11-29","2007-11-29"
44,DR. RICK CORNISH,,p,,"2007-11-29","2007-11-29"
45,DR. PETER WONGSO,,p,,"2007-11-29","2007-11-29"
46,DR. CAPRILI GUANGA,,p,,"2007-11-29","2007-11-29"
47,JOHANIS UNDAP,,p,,"2007-11-29","2007-11-29"
48,H. NORMAN WRIGHT,,p,,"2007-11-29","2007-11-29"
49,RONALD J. SIDER,,p,,"2007-11-29","2007-11-29"
50,DR. JAMES DOBSON,,p,,"2007-11-29","2007-11-29"
51,DAVID F. WELLS,,p,,"2007-11-29","2007-11-29"
52,Dr. JENNY WONGKA,,p,,"2007-11-29","2007-11-29"
53,JUANITA & DALE RYAN,,p,,"2007-11-29","2007-11-29"
54,Mark Littleton,,p,,"2007-11-29","2007-11-29"
55,Angus N. Hunter,,p,,"2007-11-29","2007-11-29"
56,"DIANE LANGBERG,PHD",,p,,"2007-11-29","2007-11-29"
57,DOROTHY MASON WEYMANN,,p,,"2007-11-29","2007-11-29"
58,"KEVIN D. HUGGINS,PHD",,p,,"2007-11-29","2007-11-29"
59,JOSHUA HARRIS,,p,,"2007-11-29","2007-11-29"
60,JOY TO LEARN,,p,,"2007-11-29","2007-11-29"
61,OMF,,p,,"2007-11-29","2007-11-29"
62,Stephen Tong,,p,,"2007-11-29","2007-11-29"
63,Siku,,p,,"2007-11-29","2007-11-29"
64,Larine Mackenzie,,p,,"2007-11-29","2007-11-29"
65,William F.Beck,,p,,"2007-11-29","2007-11-29"
66,Kim Shin-Joong,,p,,"2007-11-29","2007-11-29"
67,Charles  Colson,,p,,"2007-11-29","2007-11-29"
68,Michael Card,,p,,"2007-11-29","2007-11-29"
69,Ayub Yahya,,p,,"2007-11-29","2007-11-29"
70,Tim Penulis,,p,,"2007-11-29","2007-11-29"
71,H.A. Oppusunggu,,p,,"2007-11-29","2007-11-29"
72,Jim Cymbala,,p,,"2007-11-29","2007-11-29"
73,R.C. Sproul,,p,,"2007-11-29","2007-11-29"
74,NN,,p,,"2007-11-29","2007-11-29"
75,"Pdt. Hasan Sutanto, M.Th.",,p,,"2007-11-29","2007-11-29"
76,Stephen D. Renn,,p,,"2007-11-29","2007-11-29"
77,Retold by Murray Watts,,p,,"2007-11-29","2007-11-29"
78,"Terjemahan R. Hardawiryana,S.J.",,p,,"2007-11-29","2007-11-29"
79,CARINE MACKENZIE,,p,,"2007-11-29","2007-11-29"
80,Meryl Doney,,p,,"2007-11-29","2007-11-29"
81,SINCLAIR B. FERGUSON,,p,,"2007-11-29","2007-11-29"
82,MINA SANTOSO,,p,,"2007-11-29","2007-11-29"
83,JULIET DAVID,,p,,"2007-11-29","2007-11-29"
84,LOIS ROCK,,p,,"2007-11-29","2007-11-29"
85,KATHLEEN LONG BOSTROM,,p,,"2007-11-29","2007-11-29"
86,SAAT,,p,,"2007-11-29","2007-11-29"
87,MARGARET WILLIAMS,,p,,"2007-11-29","2007-11-29"
88,LARRY BURKETT'S,,p,,"2007-11-29","2007-11-29"
89,KAREN O'CONNOR,,p,,"2007-11-29","2007-11-29"
90,DANIEL ELEXANDER,,p,,"2007-11-29","2007-11-29"
91,JOHNY THE,,p,,"2007-11-29","2007-11-29"
92,F. Belton Joyner JR.,,p,,"2007-11-29","2007-11-29"
93,Dr. DAVID PAN PURNOMO,,p,,"2007-11-29","2007-11-29"
94,GORDON D. FEE,,p,,"2007-11-29","2007-11-29"
95,Dr. ANDREW D. LESTER,,p,,"2007-11-29","2007-11-29"
96,KURIKULUM BIBLE CROSSROADS,,p,,"2007-11-29","2007-11-29"
97,SYLVIA RAHARDJA,,p,,"2007-11-29","2007-11-29"
98,"MARTIN A.HOPKINS, Th.M.,D.D",,p,,"2007-11-29","2007-11-29"
99,JACK ROEDA,,p,,"2007-11-29","2007-11-29"
100,MICHAEL EATON,,p,,"2007-11-29","2007-11-29"
101,JIM WOOD,,p,,"2007-11-29","2007-11-29"
102,A. HEUKEN SJ,,p,,"2007-11-29","2007-11-29"
103,JOHN SHELBY SPONG,,p,,"2007-11-29","2007-11-29"
104,KAREN ARMSTRONG,,p,,"2007-11-29","2007-11-29"
105,BART D. EHRMAN,,p,,"2007-11-29","2007-11-29"
106,BEN WITHERINGTON III,,p,,"2007-11-29","2007-11-29"
107,DAVE HAGELBERG,,p,,"2007-11-29","2007-11-29"
108,LENNY PRISKILA TAN,,p,,"2007-11-29","2007-11-29"
109,"SURIP STANISLAUS,OFMCAP",,p,,"2007-11-29","2007-11-29"
110,MAX LUCADO,,p,,"2007-11-29","2007-11-29"
111,BILL HYBELS,,p,,"2007-11-29","2007-11-29"
112,PDT. AYUB YAHYA,,p,,"2007-11-29","2007-11-29"
113,JIM PETERSEN & MIKE SHAMY,,p,,"2007-11-29","2007-11-29"
114,DAVE EARLEY,,p,,"2007-11-29","2007-11-29"
115,KERRY & CHRIS SHOOK,,p,,"2007-11-29","2007-11-29"
116,CHARLES F. STANLEY,,p,,"2007-11-29","2007-11-29"
117,PIETER LASE M. DIV,,p,,"2007-11-29","2007-11-29"
118,DR. STEPHEN CROSBY,,p,,"2007-11-29","2007-11-29"
119,TRIAS KUNCAHYONO,,p,,"2007-11-29","2007-11-29"
120,OLAF H. SCHUMANN,,p,,"2007-11-29","2007-11-29"
121,MALCOLM BROWNLEE,,p,,"2007-11-29","2007-11-29"
122,Dr.D.F. Walker,,p,,"2007-11-29","2007-11-29"
123,Paus Yohannes Paulus II,,p,,"2007-11-29","2007-11-29"
124,"J.I.Packer / Merrill C. Tenney/William White, Jr",,p,,"2007-11-29","2007-11-29"
125,"J.I.Packer / Merrill C. Tenney/William White, JrP",,p,,"2007-11-29","2007-11-29"
126,Christopher Partridge/J.Gordon Melton,,p,,"2007-11-29","2007-11-29"
127,DR TIM DOWLEY,,p,,"2007-11-29","2007-11-29"
128,"Joseph P.Free , Howard F.Vos",,p,,"2007-11-29","2007-11-29"
129,Thomas Nelson,,p,,"2007-11-29","2007-11-29"
130,Sammi Awwad,,p,,"2007-11-29","2007-11-29"
131,Stephen M.Miller & robert V. Huber,,p,,"2007-11-29","2007-11-29"
132,J.I.Packer and M.C.Tenney,,p,,"2007-11-29","2007-11-29"
133,New International Version,,p,,"2007-11-29","2007-11-29"
134,M.K Sembiring,,p,,"2007-11-29","2007-11-29"
135,Dr.F.L. Bakker,,p,,"2007-11-29","2007-11-29"
136,"W.S. Lasor, D.A. Hubbrad, F.W. Bush",,p,,"2007-11-29","2007-11-29"
137,YAYASAN KALAM HIDUP,,p,,"2007-11-29","2007-11-29"
138,William Barclay,,p,,"2007-11-29","2007-11-29"
139,Matthew E. Carlton,,p,,"2007-11-29","2007-11-29"
140,"Dr. Robert G. Bratcher, Dr. Eugene A. Nida",,p,,"2007-11-29","2007-11-29"
141,Dr.Daniel C. Arichea & Dr. Howard A. Hatton,,p,,"2007-11-29","2007-11-29"
142,Dr. David L. Baker,,p,,"2007-11-29","2007-11-29"
143,Sastro Soedirdjo,,p,,"2007-11-29","2007-11-29"
144,J. Sidlow Baxter,,p,,"2007-11-29","2007-11-29"
145,"Sostenis Nggebu, M.A.",,p,,"2007-11-29","2007-11-29"
146,Walter M.Post,,p,,"2007-11-29","2007-11-29"
147,Derek Kidner,,p,,"2007-11-29","2007-11-29"
148,David Atkinson,,p,,"2007-11-29","2007-11-29"
149,Dr.J.L.Ch. Abineno,,p,,"2007-11-29","2007-11-29"
150,Paulus Trimanto Wibowo,,p,,"2007-11-29","2007-11-29"
151,Jean-Baptiste Sawadogo dan Marcia A. Munger,,p,,"2007-11-29","2007-11-29"
152,Susana Tan & H.A. OPPUSUNGGU,,p,,"2007-11-29","2007-11-29"
153,M.H Simanungkalit,,p,,"2007-11-29","2007-11-29"
154,J.Stephen Lang,,p,,"2007-11-29","2007-11-29"
155,Adina Chapman,,p,,"2007-11-29","2007-11-29"
156,W. Stanley Heath,,p,,"2007-11-29","2007-11-29"
157,DR. Charles E. Buckner,,p,,"2007-11-29","2007-11-29"
158,"Dave Hagelberg, M.Th.",,p,,"2007-11-29","2007-11-29"
159,J. Wesley Brill,,p,,"2007-11-29","2007-11-29"
160,Doreen Widjana,,p,,"2007-11-29","2007-11-29"
161,Warren W. Wiersbe,,p,,"2007-11-29","2007-11-29"
162,Brian J. Bailey,,p,,"2007-11-29","2007-11-29"
163,John Stott,,p,,"2007-11-29","2007-11-29"
164,Bruce A. Ray,,p,,"2007-11-29","2007-11-29"
165,Jeane Ch. Obadja,,p,,"2007-11-29","2007-11-29"
166,T.J. Boersma,,p,,"2007-11-29","2007-11-29"
167,"Richard L.Pratt, jr.",,p,,"2007-11-29","2007-11-29"
168,John Drane,,p,,"2007-11-29","2007-11-29"
169,Joel B.Green,,p,,"2007-11-29","2007-11-29"
170,Darlene & Harold J Sala,,p,,"2007-11-29","2007-11-29"
171,Dr. H. C. Brown,,p,,"2007-11-29","2007-11-29"
172,Charles Riggs,,p,,"2007-11-29","2007-11-29"
173,Ronald F. Keeler,,p,,"2007-11-29","2007-11-29"
174,Harry M. Piland,,p,,"2007-11-29","2007-11-29"
175,Lelia Lewis,,p,,"2007-11-29","2007-11-29"
176,"Pdt. Yan Antoni, M. Th.Th. D.",,p,,"2007-11-29","2007-11-29"
177,Denis J.V. Lane,,p,,"2007-11-29","2007-11-29"
178,Sri Wadaningsih,,p,,"2007-11-29","2007-11-29"
179,Bruce Narramore,,p,,"2007-11-29","2007-11-29"
180,Purnawaman Kristanto,,p,,"2007-11-29","2007-11-29"
181,Roy Robertson,,p,,"2007-11-29","2007-11-29"
182,GKY,,p,,"2007-11-29","2007-11-29"
183,Oletta Wald,,p,,"2007-11-29","2007-11-29"
184,Elizabeth G. Hainstock,,p,,"2007-11-29","2007-11-29"
185,Pdt. DR. Stephen Tong,,p,,"2007-11-29","2007-11-29"
186,Rick C. Howard,,p,,"2007-11-29","2007-11-29"
187,Hali Daniel Lie & Harianto GP,,p,,"2007-11-29","2007-11-29"
188,"Andreas B. Subagyo, Ph.D.",,p,,"2007-11-29","2007-11-29"
189,R.J Porter MA,,p,,"2007-11-29","2007-11-29"
190,Joel Comiskey,,p,,"2007-11-29","2007-11-29"
191,Yoh. Veldhuizen,,p,,"2007-11-29","2007-11-29"
192,Dr. Lyndon Saputra,,p,,"2007-11-29","2007-11-29"
193,"Brian Cavanaugh, T.O.R.",,p,,"2007-11-29","2007-11-29"
194,Igrea Siswanto,,p,,"2007-11-29","2007-11-29"
195,"Frank Mihalic, SVD",,p,,"2007-11-29","2007-11-29"
196,Vann Lane,,p,,"2007-11-29","2007-11-29"
197,Allan Hart Jahsmann & Martin  P. Simon,,p,,"2007-11-29","2007-11-29"
198,Walter  A. Henrichsen,,p,,"2007-11-29","2007-11-29"
199,"Steve Barker, Judy Johnson, Jimmy Long, Rob Malone",,p,,"2007-11-29","2007-11-29"
200,Herodion P. Gunawan,,p,,"2007-11-29","2007-11-29"
201,Don Fields,,p,,"2007-11-29","2007-11-29"
202,Ny. M. Th Sijabat & Dr. L Humes,,p,,"2007-11-29","2007-11-29"
203,Donna Mckee Rhodes,,p,,"2007-11-29","2007-11-29"
204,Thomas T.Suharsono,,p,,"2007-11-29","2007-11-29"
205,Mavis L.Anderson,,p,,"2007-11-29","2007-11-29"
206,Rachel Iversen,,p,,"2007-11-29","2007-11-29"
207,Tim pelayanan efata,,p,,"2007-11-29","2007-11-29"
208,Puaulus lie,,p,,"2007-11-29","2007-11-29"
209,Doris Blattner,,p,,"2007-11-29","2007-11-29"
210,Dell & Rachel Schultz,,p,,"2007-11-29","2007-11-29"
211,Department Sekolah Minggu Gandu Mas,,p,,"2007-11-29","2007-11-29"
212,Sheri Han,,p,,"2007-11-29","2007-11-29"
213,Tom slater,,p,,"2007-11-29","2007-11-29"
214,anne de vries,,p,,"2007-11-29","2007-11-29"
215,billy graham dkk,,p,,"2007-11-29","2007-11-29"
216,Millard J. Erikson,,p,,"2007-11-29","2007-11-29"
217,Charles C. Ryrie,,p,,"2007-11-29","2007-11-29"
218,Walter C. Kaiser,,p,,"2007-11-29","2007-11-29"
219,Leon Morris,,p,,"2007-11-29","2007-11-29"
220,George Eldon Ladd,,p,,"2007-11-29","2007-11-29"
221,Donald Guthrie,,p,,"2007-11-29","2007-11-29"
222,Yakub S. Susabda,,p,,"2007-11-29","2007-11-29"
223,Stanton L. & Brenna B. Jones,,p,,"2007-11-29","2007-11-29"
224,J.Mack Stiles,,p,,"2007-11-29","2007-11-29"
225,Eddie Long,,p,,"2007-11-29","2007-11-29"
226,Ronald W. Leigh,,p,,"2007-11-29","2007-11-29"
227,Harn Hadiwijono,,p,,"2007-11-29","2007-11-29"
228,R.C.Sproul,,p,,"2007-11-29","2007-11-29"
229,Lotnatigor Sihombing,,p,,"2007-11-29","2007-11-29"
230,Richard L. Pratt,,p,,"2007-11-29","2007-11-29"
231,G.I. Williamson,,p,,"2007-11-29","2007-11-29"
232,J.I. Packer,,p,,"2007-11-29","2007-11-29"
233,W. Stanley Health,,p,,"2007-11-29","2007-11-29"
234,J.Knox Chamblin,,p,,"2007-11-29","2007-11-29"
235,Peter Scazzero,,p,,"2007-11-29","2007-11-29"
236,Edgar Walz,,p,,"2007-11-29","2007-11-29"
237,Anton Wessels,,p,,"2007-11-29","2007-11-29"
238,Larry Stockstill,,p,,"2007-11-29","2007-11-29"
239,Pdt. Dr. Jan S. Aritonang,,p,,"2007-11-29","2007-11-29"
240,Dr. Th. Van den End,,p,,"2007-11-29","2007-11-29"
241,Ted Hagard,,p,,"2007-11-29","2007-11-29"
242,Pdt. M.S. Anwari,,p,,"2007-11-29","2007-11-29"
243,Jusuf Roni,,p,,"2007-11-29","2007-11-29"
244,Martin B. Dainton,,p,,"2007-11-29","2007-11-29"
245,Pdt. Dr. Maitimoe,,p,,"2007-11-29","2007-11-29"
246,Jesse Miranda,,p,,"2007-11-29","2007-11-29"
247,Dr. F.D. Wellem,,p,,"2007-11-29","2007-11-29"
248,D.A. Carson,,p,,"2007-11-29","2007-11-29"
249,Rick Warren,,p,,"2007-11-29","2007-11-29"
250,Alister E.McGrath,,p,,"2007-11-29","2007-11-29"
251,Hugh F. Halverstadt,,p,,"2007-11-29","2007-11-29"
252,"Christian A. Schwarz, Christoph Schalk",,p,,"2007-11-29","2007-11-29"
253,Tim redaksi Buku HUT GKBJ,,p,,"2007-11-29","2007-11-29"
254,Howard P. Colson and Raymond M. Rigdon,,p,,"2007-11-29","2007-11-29"
255,Timotius Adi Tan,,p,,"2007-11-29","2007-11-29"
256,"J. Allan Petersen,Elven, Joyce Smith",,p,,"2007-11-29","2007-11-29"
257,"Milton Chen , Ph.D.",,p,,"2007-11-29","2007-11-29"
258,M . Shalan Syafei,,p,,"2007-11-29","2007-11-29"
259,Richard L. Morgan,,p,,"2007-11-29","2007-11-29"
260,Woodrow Kroll Don Hawkins,,p,,"2007-11-29","2007-11-29"
261,Audrey Ricker dan Carolyn Crowder,,p,,"2007-11-29","2007-11-29"
262,T.D. Jakes,,p,,"2007-11-29","2007-11-29"
263,Jay E. Adams,,p,,"2007-11-29","2007-11-29"
264,Teha Sugiyo,,p,,"2007-11-29","2007-11-29"
265,Billy Graham,,p,,"2007-11-29","2007-11-29"
266,H.Norman Wright,,p,,"2007-11-29","2007-11-29"
267,Wilson Nadeak,,p,,"2007-11-29","2007-11-29"
268,Chong Kwong Tek dan Chua Wee Hian,,p,,"2007-11-29","2007-11-29"
269,Rosemary Wells,,p,,"2007-11-29","2007-11-29"
270,Les Parrott & Leslie Parrots,,p,,"2007-11-29","2007-11-29"
271,Larry Christenson,,p,,"2007-11-29","2007-11-29"
272,Larry Keefauver,,p,,"2007-11-29","2007-11-29"
273,Jean Fleming,,p,,"2007-11-29","2007-11-29"
274,Donna Otto,,p,,"2007-11-29","2007-11-29"
275,Jacob Nahuway,,p,,"2007-11-29","2007-11-29"
276,T.D.Jakes,,p,,"2007-11-29","2007-11-29"
277,Tim Lahaye,,p,,"2007-11-29","2007-11-29"
278,Eugenia Price,,p,,"2007-11-29","2007-11-29"
279,Andar Ismail,,p,,"2007-11-29","2007-11-29"
280,Cecil G. Osborne,,p,,"2007-11-29","2007-11-29"
281,Pam Farrel,,p,,"2007-11-29","2007-11-29"
282,Jim Conway,,p,,"2007-11-29","2007-11-29"
283,James C. Dobson,,p,,"2007-11-29","2007-11-29"
284,Thomas W. Mcknight & Robert H. Philips,,p,,"2007-11-29","2007-11-29"
285,Billy Joe Daugherty,,p,,"2007-11-29","2007-11-29"
286,Jack Canfield & Mark Victor Hansen,,p,,"2007-11-29","2007-11-29"
287,Myles Munroe,,p,,"2007-11-29","2007-11-29"
288,James Dobson,,p,,"2007-11-29","2007-11-29"
289,Starr Meade,,p,,"2007-11-29","2007-11-29"
290,Frank Damazio and rich Brott,,p,,"2007-11-29","2007-11-29"
291,John Trent,,p,,"2007-11-29","2007-11-29"
292,Janette Oke,,p,,"2007-11-29","2007-11-29"
293,Jerry B. Jenkins,,p,,"2007-11-29","2007-11-29"
294,Patricia St John,,p,,"2007-11-29","2007-11-29"
295,Tony Evans,,p,,"2007-11-29","2007-11-29"
296,O. Hallesby,,p,,"2007-11-29","2007-11-29"
297,Stormie Omartian,,p,,"2007-11-29","2007-11-29"
298,Hope MacDonald,,p,,"2007-11-29","2007-11-29"
299,Kay Arthur,,p,,"2007-11-29","2007-11-29"
300,G.R Harding Wood,,p,,"2007-11-29","2007-11-29"
301,John Bisagno,,p,,"2007-11-29","2007-11-29"
302,Francis Frangipane,,p,,"2007-11-29","2007-11-29"
303,E.M. Bounds,,p,,"2007-11-29","2007-11-29"
304,Larry Lea,,p,,"2007-11-29","2007-11-29"
305,Rosalind Rinker,,p,,"2007-11-29","2007-11-29"
306,Rick Osborne,,p,,"2007-11-29","2007-11-29"
307,Quin Sherrer,,p,,"2007-11-29","2007-11-29"
308,K.A.M. jusuf Roni,,p,,"2007-11-29","2007-11-29"
309,"Clyde M. Narramore,ED.D",,p,,"2007-11-29","2007-11-29"
310,Leroy Eims,,p,,"2007-11-29","2007-11-29"
311,Gottfried OSEI-MENSAH,,p,,"2007-11-29","2007-11-29"
312,Dr. Yakob Tomatala,,p,,"2007-11-29","2007-11-29"
313,Robert L. Brandt,,p,,"2007-11-29","2007-11-29"
314,Larry Burkett,,p,,"2007-11-29","2007-11-29"
315,Dr. Henry Cloud,,p,,"2007-11-29","2007-11-29"
316,Sharon Daloz Parks,,p,,"2007-11-29","2007-11-29"
317,"Pdt. Dra.Ny.P.Tuhumury,M.Div",,p,,"2007-11-29","2007-11-29"
318,Charles R. Swindoll,,p,,"2007-11-29","2007-11-29"
319,Ronnie Belanger & Brian Mast,,p,,"2007-11-29","2007-11-29"
320,John. C. Bowling,,p,,"2007-11-29","2007-11-29"
321,"John C. Maxwell, Jim Dornan",,p,,"2007-11-29","2007-11-29"
322,Prof. Ir. Samuel H. Tirtamihardja MSc.,,p,,"2007-11-29","2007-11-29"
323,Paul David Tripp,,p,,"2007-11-29","2007-11-29"
324,"Alison Siewert, dkk",,p,,"2007-11-29","2007-11-29"
325,Dale E. Galloway,,p,,"2007-11-29","2007-11-29"
326,Josua Iwan Wahyudi,,p,,"2007-11-29","2007-11-29"
327,James Gwee & TjanTana Jusman,,p,,"2007-11-29","2007-11-29"
328,Drs. Les & Leslie Parrott,,p,,"2007-11-29","2007-11-29"
329,Saumiman Saud,,p,,"2007-11-29","2007-11-29"
330,"Hybels, Sherman dkk.",,p,,"2007-11-29","2007-11-29"
331,Paul C. Vitz,,p,,"2007-11-29","2007-11-29"
332,PETER WONGSO,,p,,"2007-11-29","2007-11-29"
333,Donald S. Whitney,,p,,"2007-11-29","2007-11-29"
334,Lie Seng Cuan,,p,,"2007-11-29","2007-11-29"
335,Emilie Barnes,,p,,"2007-11-29","2007-11-29"
336,J.Oswald Sanders,,p,,"2007-11-29","2007-11-29"
337,Violet Madge,,p,,"2007-11-29","2007-11-29"
338,M. Blaine Smith,,p,,"2007-11-29","2007-11-29"
339,Paulus Yedid Yah,,p,,"2007-11-29","2007-11-29"
340,Larry Richards,,p,,"2007-11-29","2007-11-29"
341,Erwin W. Lutzer,,p,,"2007-11-29","2007-11-29"
342,Daniel H.Smith,,p,,"2007-11-29","2007-11-29"
343,Dwi Atmo,,p,,"2007-11-29","2007-11-29"
344,Roger Steer,,p,,"2007-11-29","2007-11-29"
345,Loren Cunningham & Janice Rogers,,p,,"2007-11-29","2007-11-29"
346,Arthur Wallis,,p,,"2007-11-29","2007-11-29"
347,Dr. Paul Brand and Philip Yancey,,p,,"2007-11-29","2007-11-29"
348,Elizabeth George,,p,,"2007-11-29","2007-11-29"
349,"Jack Canfield, Mark Victor Hansen Dkk.",,p,,"2007-11-29","2007-11-29"
350,"Patty Aubery, Jack Nancy Mitchell dkk",,p,,"2007-11-29","2007-11-29"
351,Francis A. Schaeffer,,p,,"2007-11-29","2007-11-29"
352,"Floyd C. Woodworth, Jr. & David D. Duncan",,p,,"2007-11-29","2007-11-29"
353,Myra Chave-Jones,,p,,"2007-11-29","2007-11-29"
354,Antony Milne,,p,,"2007-11-29","2007-11-29"
355,Dr.Phil Eka Darmaputera,,p,,"2007-11-29","2007-11-29"
356,Dr. Phil. Eka Darmaputera,,p,,"2007-11-29","2007-11-29"
357,Yitta Halberstan & Judith Leventhal,,p,,"2007-11-29","2007-11-29"
358,Marry Elen,,p,,"2007-11-29","2007-11-29"
359,Henry Scougal & Robert Leighton,,p,,"2007-11-29","2007-11-29"
360,Jrw. Stott,,p,,"2007-11-29","2007-11-29"
361,Ruth Paxson,,p,,"2007-11-29","2007-11-29"
362,Frederick S. Leahy,,p,,"2007-11-29","2007-11-29"
363,Abraham Kuyper,,p,,"2007-11-29","2007-11-29"
364,Dr. Henry Cloud & Dr. John Townsend,,p,,"2007-11-29","2007-11-29"
365,Dr. B.J. Boland,,p,,"2007-11-29","2007-11-29"
366,John C. Maxwell,,p,,"2007-11-29","2007-11-29"
367,Norman Warren,,p,,"2007-11-29","2007-11-29"
368,DR. Harold J. Sala,,p,,"2007-11-29","2007-11-29"
369,Sammy Tippit,,p,,"2007-11-29","2007-11-29"
370,John Barton,,p,,"2007-11-29","2007-11-29"
371,David E.Schroeder,,p,,"2007-11-29","2007-11-29"
372,John R.W. Stott,,p,,"2007-11-29","2007-11-29"
373,Ray Summers,,p,,"2007-11-29","2007-11-29"
374,"W.oscar Thompson, Jr.",,p,,"2007-11-29","2007-11-29"
375,Billy Graham dkk.,,p,,"2007-11-29","2007-11-29"
376,"Tulus Tu'u, S.Th.",,p,,"2007-11-29","2007-11-29"
377,Jeff Hammond,,p,,"2007-11-29","2007-11-29"
378,Stan Toler,,p,,"2007-11-29","2007-11-29"
379,Drs. Wilson Nadeak,,p,,"2007-11-29","2007-11-29"
380,Derek Prince,,p,,"2007-11-29","2007-11-29"
381,Robyn Gool,,p,,"2007-11-29","2007-11-29"
382,Derek Tidball,,p,,"2007-11-29","2007-11-29"
383,Nancy Leigh DeMoss,,p,,"2007-11-29","2007-11-29"
384,Kriswanda,,p,,"2007-11-29","2007-11-29"
385,Pdt. Ichwei G. Indra M.Th,,p,,"2007-11-29","2007-11-29"
386,Theodore Williams,,p,,"2007-11-29","2007-11-29"
387,M.B. Dainton MA,,p,,"2007-11-29","2007-11-29"
388,Philip Rushing,,p,,"2007-11-29","2007-11-29"
389,"LeRoy ""PAT"" Patterson",,p,,"2007-11-29","2007-11-29"
390,Watchman Nee,,p,,"2007-11-29","2007-11-29"
391,Margaret P.Zelinka,,p,,"2007-11-29","2007-11-29"
392,"Ir. Eddy leo, M.th",,p,,"2007-11-29","2007-11-29"
393,Roberts Liardon,,p,,"2007-11-29","2007-11-29"
394,Luis Palau,,p,,"2007-11-29","2007-11-29"
395,John Mason,,p,,"2007-11-29","2007-11-29"
396,Dr. W. Philip Keller,,p,,"2007-11-29","2007-11-29"
397,Dr.J.L.Ch.Abineno,,p,,"2007-11-29","2007-11-29"
398,Brother Andrew,,p,,"2007-11-29","2007-11-29"
399,Dr. Andar Ismail,,p,,"2007-11-29","2007-11-29"
400,William W.ORR,,p,,"2007-11-29","2007-11-29"
401,R.T. Kendall,,p,,"2007-11-29","2007-11-29"
402,Linda Rane Wright,,p,,"2007-11-29","2007-11-29"
403,"Frank Minirth, Paul Meier, Richard Meier, Don Hawk",,p,,"2007-11-29","2007-11-29"
404,Christ Wright,,p,,"2007-11-29","2007-11-29"
405,Drs. Timotius Adi Tan,,p,,"2007-11-29","2007-11-29"
406,Marilyn Hickey,,p,,"2007-11-29","2007-11-29"
407,Kesaksian,,p,,"2007-11-29","2007-11-29"
408,R.P.Chavan,,p,,"2007-11-29","2007-11-29"
409,James H. Casson,,p,,"2007-11-29","2007-11-29"
410,Andrew Murray,,p,,"2007-11-29","2007-11-29"
