"author_id","author_name","author_year","authority_type","auth_list","input_date","last_update"
411,Josh McDowell & Bart Larson,,p,,"2007-11-29","2007-11-29"
412,Ajith Fernando,,p,,"2007-11-29","2007-11-29"
413,Wim Salampessy,,p,,"2007-11-29","2007-11-29"
414,Ray Pritchard,,p,,"2007-11-29","2007-11-29"
415,Joyce Landorf,,p,,"2007-11-29","2007-11-29"
416,Tim Stafford,,p,,"2007-11-29","2007-11-29"
417,Dr.W.Stanley Heath,,p,,"2007-11-29","2007-11-29"
418,J.E. Awondatu,,p,,"2007-11-29","2007-11-29"
419,Hisar M. Pasaribu,,p,,"2007-11-29","2007-11-29"
420,Jon Tal Murphree,,p,,"2007-11-29","2007-11-29"
421,Dave Pelzer,,p,,"2007-11-29","2007-11-29"
422,Dr. Tony Evans,,p,,"2007-11-29","2007-11-29"
423,C. S. Lewis,,p,,"2007-11-29","2007-11-29"
424,Kris Lundgaard,,p,,"2007-11-29","2007-11-29"
425,GMA Nainggolan,,p,,"2007-11-29","2007-11-29"
426,Siswanto Surjorahardjo Johny The,,p,,"2007-11-29","2007-11-29"
427,"John H. Greist, M.D. & James W. Jefferson, M.D.",,p,,"2007-11-29","2007-11-29"
428,Prof. Dr. Singgih D.Gunarsa & Dra.Ny.Y.Singgih D.G,,p,,"2007-11-29","2007-11-29"
429,Katherine Paterson,,p,,"2007-11-29","2007-11-29"
430,"Ty C. Colbert, Ph.D.",,p,,"2007-11-29","2007-11-29"
431,"Don Colbert, M.D.",,p,,"2007-11-29","2007-11-29"
432,David A. Seamands,,p,,"2007-11-29","2007-11-29"
433,Robert S. Kreider & Rachel Waltner Goossen,,p,,"2007-11-29","2007-11-29"
434,Ny. E.L.Tobing br. Pardede dkk,,p,,"2007-11-29","2007-11-29"
435,Gordon D.Fee,,p,,"2007-11-29","2007-11-29"
436,DR. Jonathan A. Trisna,,p,,"2007-11-29","2007-11-29"
437,Herlianto,,p,,"2007-11-29","2007-11-29"
438,"Reginald Cherry, M.D.",,p,,"2007-11-29","2007-11-29"
439,Edward T. Welch,,p,,"2007-11-29","2007-11-29"
440,D. Martyn Lloyd Jones,,p,,"2007-11-29","2007-11-29"
441,Yakub B. Susabda,,p,,"2007-11-29","2007-11-29"
442,K.M.L. Tobing,,p,,"2007-11-29","2007-11-29"
443,Harry Blamires,,p,,"2007-11-29","2007-11-29"
444,Dana E. King,,p,,"2007-11-29","2007-11-29"
445,W. Andrew Hoffecker & Gary Scott Smith,,p,,"2007-11-29","2007-11-29"
446,James W. Sire,,p,,"2007-11-29","2007-11-29"
447,Pdt. Markus T. Suryanto,,p,,"2007-11-29","2007-11-29"
448,John Cort & Charles Riggs,,p,,"2007-11-29","2007-11-29"
449,Walter Trobisch,,p,,"2007-11-29","2007-11-29"
450,J.S. KWEK,,p,,"2007-11-29","2007-11-29"
451,Th.C.Vriezen,,p,,"2007-11-29","2007-11-29"
452,Dr.C.J. Den Heyer,,p,,"2007-11-29","2007-11-29"
453,Stewart Snook,,p,,"2007-11-29","2007-11-29"
454,Jakob Van Bruggen,,p,,"2007-11-29","2007-11-29"
455,"John M,. Frame",,p,,"2007-11-29","2007-11-29"
456,Douglas Groothuis,,p,,"2007-11-29","2007-11-29"
457,Ronald H. Nash,,p,,"2007-11-29","2007-11-29"
458,Anthony A. Hoekema,,p,,"2007-11-29","2007-11-29"
459,John Owen,,p,,"2007-11-29","2007-11-29"
460,Hans Maris,,p,,"2007-11-29","2007-11-29"
461,Jonathan Edwards,,p,,"2007-11-29","2007-11-29"
462,John Piper,,p,,"2007-11-29","2007-11-29"
463,Edwin H. Palmer,,p,,"2007-11-29","2007-11-29"
464,Arthur W. Pink,,p,,"2007-11-29","2007-11-29"
465,John Murray,,p,,"2007-11-29","2007-11-29"
466,Yajub B. Susabda Ph.D,,p,,"2007-11-29","2007-11-29"
467,J. Vernon McGee,,p,,"2007-11-29","2007-11-29"
468,Oswald Chambers,,p,,"2007-11-29","2007-11-29"
469,Dr. J. Verkuyl,,p,,"2007-11-29","2007-11-29"
470,Robert Crossley,,p,,"2007-11-29","2007-11-29"
471,Thomy J. Matakupan,,p,,"2007-11-29","2007-11-29"
472,Thomy J. Matakupan & Julio Kristano,,p,,"2007-11-29","2007-11-29"
473,Peter Kreeft & Ronald K. Tacell,,p,,"2007-11-29","2007-11-29"
474,Colin Brown,,p,,"2007-11-29","2007-11-29"
475,Pdt.Dr. Stephen Tong,,p,,"2007-11-29","2007-11-29"
476,Pdt.Dr.Stephen Tong,,p,,"2007-11-29","2007-11-29"
477,Robert G. Rayburn,,p,,"2007-11-29","2007-11-29"
478,Steve Cray,,p,,"2007-11-29","2007-11-29"
479,Mark Hitchcock,,p,,"2007-11-29","2007-11-29"
480,MC Candlish Phillips,,p,,"2007-11-29","2007-11-29"
481,R.C Sproul,,p,,"2007-11-29","2007-11-29"
482,"Drs.Agung Wibisana Surya, Th.M.",,p,,"2007-11-29","2007-11-29"
483,Pdt. Nhemiah Mimery,,p,,"2007-11-29","2007-11-29"
484,Paul E. Little,,p,,"2007-11-29","2007-11-29"
485,J.R.W. Stott,,p,,"2007-11-29","2007-11-29"
486,A. J. Russel,,p,,"2007-11-29","2007-11-29"
487,SUTANTO L. TJOKRO,,p,,"2007-11-29","2007-11-29"
488,JOANNE SIMMONS,,p,,"2007-11-29","2007-11-29"
489,Kenneth Richard Samples,,p,,"2007-11-29","2007-11-29"
490,HANANTO KUSUMO,,p,,"2007-11-29","2007-11-29"
491,PDT. DR. FRIDOLIN  UKUR,,p,,"2007-11-29","2007-11-29"
492,LEMBAGA ALIKITAB INDONESIA,,p,,"2007-11-29","2007-11-29"
493,FREDA HATFIELD TONG,,p,,"2007-11-29","2007-11-29"
494,DR. VIVIAN A. SOESILO,,p,,"2007-11-29","2007-11-29"
495,MARIA VON TRAPP,,p,,"2007-11-29","2007-11-29"
496,DEBORAH NORVILLE,,p,,"2007-11-29","2007-11-29"
497,LAI,,p,,"2007-11-29","2007-11-29"
498,HOLY SETYOWATI,,p,,"2007-11-29","2007-11-29"
499,Eka Darmaputera,,p,,"2007-11-29","2007-11-29"
500,ROBERT VELARDE,,p,,"2007-11-29","2007-11-29"
501,"W. ANDREW HOFFECKER,GARY SCOTT SMITH",,p,,"2007-11-29","2007-11-29"
502,A.C. KRUYT,,p,,"2007-11-29","2007-11-29"
503,"B.W. KRANENDONK, A.F. VAN TOOR",,p,,"2007-11-29","2007-11-29"
504,"PDT. DENIS GREEN,LL.B,B.D",,p,,"2007-11-29","2007-11-29"
505,"DR. PAUL ELLINGWORTH, DR. EUGENE A. NIDA",,p,,"2007-11-29","2007-11-29"
506,"I JIN LOH , HOWARD A. HATTON",,p,,"2007-11-29","2007-11-29"
507,"DR. BARCLAY M. NEWMAN, DR. PHILIP C. STINE",,p,,"2007-11-29","2007-11-29"
508,DAUD SOESILO,,p,,"2007-11-29","2007-11-29"
509,LIFE,,p,,"2007-11-29","2007-11-29"
510,SULIANA G.,,p,,"2007-11-29","2007-11-29"
511,JOHN CALVIN,,p,,"2007-11-29","2007-11-29"
512,PHYLLIS TEN ELSHOF,,p,,"2007-11-29","2007-11-29"
513,PDT. L.Z. RAPRAP,,p,,"2007-11-29","2007-11-29"
514,HUSTON SMITH,,p,,"2007-11-29","2007-11-29"
515,NICOLAS J. WOLY,,p,,"2007-11-29","2007-11-29"
516,S. RAHOYO,,p,,"2007-11-29","2007-11-29"
517,HAYLEY DIMARCO&MICHAEL DIMARCO,,p,,"2007-11-29","2007-11-29"
518,KUMPULAN CERPEN,,p,,"2007-11-29","2007-11-29"
519,MAGDALENA A. LODIAY,,p,,"2007-11-29","2007-11-29"
520,HAYLEY DIMARCO,,p,,"2007-11-29","2007-11-29"
521,KARA POWELL & KENDALL PAYNE,,p,,"2007-11-29","2007-11-29"
522,Dr. DAVID STOOP & Dr. JAN STOOP,,p,,"2007-11-29","2007-11-29"
523,BOB DAN YVONNE TURNBULL,,p,,"2007-11-29","2007-11-29"
524,CYNTHIA CULP & CHARITY ALLEN WINTERS,,p,,"2007-11-29","2007-11-29"
525,CYNTHIA HEALD,,p,,"2007-11-29","2007-11-29"
526,Dr. RUBIN ADI ABRAHAM,,p,,"2007-11-29","2007-11-29"
527,"BEVERLY LAHAYE, JULIE CLINTON,DLL",,p,,"2007-11-29","2007-11-29"
528,Dr. James C.Dobson,,p,,"2007-11-29","2007-11-29"
529,ANNE K. HERSHBERGER,,p,,"2007-11-29","2007-11-29"
530,PATRICK A. MEANS,,p,,"2007-11-29","2007-11-29"
531,SULISTYANTO,,p,,"2007-11-29","2007-11-29"
532,YLSA,,p,,"2007-11-29","2007-11-29"
533,PDT JOSHUA LIE,,p,,"2007-11-29","2007-11-29"
534,STELLA ZHOU,,p,,"2007-11-29","2007-11-29"
535,TOMMYANTO KANDISAPUTRA,,p,,"2007-11-29","2007-11-29"
536,DAUD KOSASIH,,p,,"2007-11-29","2007-11-29"
537,JENNIFER THAM,,p,,"2007-11-29","2007-11-29"
538,SAEKO HASEGAWA,,p,,"2007-11-29","2007-11-29"
539,MIGUEL FELIPE,,p,,"2007-11-29","2007-11-29"
540,HARVEST,,p,,"2007-11-29","2007-11-29"
541,MAL VIDEO,,p,,"2007-11-29","2007-11-29"
542,PRESTIGE PICTURE,,p,,"2007-11-29","2007-11-29"
543,SAVED LO MUSIC GOSPEL MISSION,,p,,"2007-11-29","2007-11-29"
544,BPK,,p,,"2007-11-29","2007-11-29"
545,CHRIS WOLD DYRUD,,p,,"2007-11-29","2007-11-29"
546,Jean Fischer,,p,,"2007-11-29","2007-11-29"
547,Elspeth Campbell Murphy,,p,,"2007-11-29","2007-11-29"
548,Arthur F. Holmes,,p,,"2007-11-29","2007-11-29"
549,"Patty Aubery, Jack Canfield",,p,,"2007-11-29","2007-11-29"
550,"Neil Clark Warren, Ph.D.",,p,,"2007-11-29","2007-11-29"
551,"Dr. & Ny. Chong Kwong Tek, T. & Ny. Chua Wee Hian",,p,,"2007-11-29","2007-11-29"
552,Ny. Laury Christian,,p,,"2007-11-29","2007-11-29"
553,Ray E. Short,,p,,"2007-11-29","2007-11-29"
554,Jimmy & Jenny Oentoro,,p,,"2007-11-29","2007-11-29"
555,Alice & Robert Fryling,,p,,"2007-11-29","2007-11-29"
556,Les Parrott 3,,p,,"2007-11-29","2007-11-29"
557,"Paul Meier, M.D., Jan Meier",,p,,"2007-11-29","2007-11-29"
558,Yoshua Wahyudi,,p,,"2007-11-29","2007-11-29"
559,Badan Pengurus LAI,,p,,"2007-11-29","2007-11-29"
560,Ravi Zacharias,,p,,"2007-11-29","2007-11-29"
561,Michael Drosnin,,p,,"2007-11-29","2007-11-29"
562,Ugi Halim,,p,,"2007-11-29","2007-11-29"
563,S. Damaris,,p,,"2007-11-29","2007-11-29"
564,Dr. L.Humes,,p,,"2007-11-29","2007-11-29"
565,Walter A Elwell,,p,,"2007-11-29","2007-11-29"
566,Walter A. Elwell,,p,,"2007-11-29","2007-11-29"
567,W.Gary Crampton,,p,,"2007-11-29","2007-11-29"
568,Mary Jones,,p,,"2007-11-29","2007-11-29"
569,John T. Sisemore,,p,,"2007-11-29","2007-11-29"
570,Paul Humphrey,,p,,"2007-11-29","2007-11-29"
571,Rudy A. Runtukahu,,p,,"2007-11-29","2007-11-29"
572,Catherine Storr,,p,,"2007-11-29","2007-11-29"
573,L.S. Teesha,,p,,"2007-11-29","2007-11-29"
574,Patabun oppusunggu,,p,,"2007-11-29","2007-11-29"
575,H.P. Nasution,,p,,"2007-11-29","2007-11-29"
576,Permadi Sasrabahu,,p,,"2007-11-29","2007-11-29"
577,Taswin Taruna,,p,,"2007-11-29","2007-11-29"
578,Tim Abba Production,,p,,"2007-11-29","2007-11-29"
579,Irving Hexham,,p,,"2007-11-29","2007-11-29"
580,Josh Mcdowell & Bill Jones,,p,,"2007-11-29","2007-11-29"
581,Molly Detweiler,,p,,"2007-11-29","2007-11-29"
582,"Marshall, Morgan and Scott",,p,,"2007-11-29","2007-11-29"
583,Lee Strobel,,p,,"2007-11-29","2007-11-29"
584,M.M. Brem,,p,,"2007-11-29","2007-11-29"
585,L.H. Dalton,,p,,"2007-11-29","2007-11-29"
586,Redaksi PAK-PGI,,p,,"2007-11-29","2007-11-29"
587,Hans Wilhelm,,p,,"2007-11-29","2007-11-29"
588,Grid Blyton,,p,,"2007-11-29","2007-11-29"
589,G. I Williamson,,p,,"2007-11-29","2007-11-29"
590,John M. Frame,,p,,"2007-11-29","2007-11-29"
591,Ny. Ev. Hanna Sebadja S. Th.,,p,,"2007-11-29","2007-11-29"
592,H. A. Oppusunggu,,p,,"2007-11-29","2007-11-29"
593,Mack Thomas,,p,,"2007-11-29","2007-11-29"
594,Alice Joyce Davidson,,p,,"2007-11-29","2007-11-29"
595,Neta Jackson,,p,,"2007-11-29","2007-11-29"
596,The Story Keepers,,p,,"2007-11-29","2007-11-29"
597,Barbara Davoll,,p,,"2007-11-29","2007-11-29"
598,Mary Manz Simon,,p,,"2007-11-29","2007-11-29"
599,Tyas Arnadi,,p,,"2007-11-29","2007-11-29"
600,Libby weed,,p,,"2007-11-29","2007-11-29"
601,Stephanie Jeffs dan Roger Fereday,,p,,"2007-11-29","2007-11-29"
602,Anne de Graaf,,p,,"2007-11-29","2007-11-29"
603,Stephanie McFetridge Britt,,p,,"2007-11-29","2007-11-29"
604,Shep Ireland,,p,,"2007-11-29","2007-11-29"
605,Kenneth N. Taylor,,p,,"2007-11-29","2007-11-29"
606,Joanna Weaver,,p,,"2007-11-29","2007-11-29"
607,Debby Anderson,,p,,"2007-11-29","2007-11-29"
608,Jeniffer Stewart,,p,,"2007-11-29","2007-11-29"
609,Jodee McConnaughhay,,p,,"2007-11-29","2007-11-29"
610,Adele Ellis,,p,,"2007-11-29","2007-11-29"
611,Yunita D. Harahap,,p,,"2007-11-29","2007-11-29"
612,Stephen Elkins,,p,,"2007-11-29","2007-11-29"
613,J.L. Swellengrebel,,p,,"2007-11-29","2007-11-29"
614,JOHN MAXWELL,,p,,"2007-11-29","2007-11-29"
615,Sam Wellman,,p,,"2007-11-29","2007-11-29"
616,Kim Donghwa,,p,,"2007-11-29","2007-11-29"
617,Hennepin Ave,,p,,"2007-11-29","2007-11-29"
618,L.J. Sattgast,,p,,"2007-11-29","2007-11-29"
619,Vic Lockman,,p,,"2007-11-29","2007-11-29"
620,Mary E. Erickson,,p,,"2007-11-29","2007-11-29"
621,"Allan Hart Jahsmann, Martin P.Simon",,p,,"2007-11-29","2007-11-29"
622,V. Gilbert Bears,,p,,"2007-11-29","2007-11-29"
623,Susan L. lingo,,p,,"2007-11-29","2007-11-29"
624,Susan Hunt,,p,,"2007-11-29","2007-11-29"
625,Susan Hunt & Ritchie Hunt,,p,,"2007-11-29","2007-11-29"
626,Lois Rock & Maureen Galvani,,p,,"2007-11-29","2007-11-29"
627,Claudine Gevry,,p,,"2007-11-29","2007-11-29"
628,Terry Jean Day,,p,,"2007-11-29","2007-11-29"
629,Anne Adams,,p,,"2007-11-29","2007-11-29"
630,Carolyn Larsen,,p,,"2007-11-29","2007-11-29"
631,Phil A. Smouse,,p,,"2007-11-29","2007-11-29"
632,Seluruh anak-anak di dunia,,p,,"2007-11-29","2007-11-29"
633,Dan Brown,,p,,"2007-11-29","2007-11-29"
634,Martin Lunn,,p,,"2007-11-29","2007-11-29"
635,James L. Garlow & Peter Jones,,p,,"2007-11-29","2007-11-29"
636,Herbert Krosney,,p,,"2007-11-29","2007-11-29"
637,Lynn Picknett & Clive Prince,,p,,"2007-11-29","2007-11-29"
638,"Michael Baigent, Richard Leigh & Henry Lincoln",,p,,"2007-11-29","2007-11-29"
639,Ir. Herlianto M. Th,,p,,"2007-11-29","2007-11-29"
640,Gilbert Lumoindong,,p,,"2007-11-29","2007-11-29"
641,Tim Redaksi LLB,,p,,"2007-11-29","2007-11-29"
642,Kevin R. Quick,,p,,"2007-11-29","2007-11-29"
643,Jonathan Prawira,,p,,"2007-11-29","2007-11-29"
644,Merry Sutedja,,p,,"2007-11-29","2007-11-29"
645,Joyce Meyer,,p,,"2007-11-29","2007-11-29"
646,Carol An Morrow,,p,,"2007-11-29","2007-11-29"
647,Kass Perry Dotterweich,,p,,"2007-11-29","2007-11-29"
648,Daniel Grippo,,p,,"2007-11-29","2007-11-29"
649,Christine A. Adams,,p,,"2007-11-29","2007-11-29"
650,Linda Allison-Lewis,,p,,"2007-11-29","2007-11-29"
651,Steve Ilg,,p,,"2007-11-29","2007-11-29"
652,Michael Joseph,,p,,"2007-11-29","2007-11-29"
653,Karen Katafiasz,,p,,"2007-11-29","2007-11-29"
654,David W. Schell,,p,,"2007-11-29","2007-11-29"
655,Cherry Hartman,,p,,"2007-11-29","2007-11-29"
656,Linus Mundy,,p,,"2007-11-29","2007-11-29"
657,Lisa Engelhardt,,p,,"2007-11-29","2007-11-29"
658,Kas Dotterweich,,p,,"2007-11-29","2007-11-29"
659,Derric Johnson,,p,,"2007-11-29","2007-11-29"
660,Tim WRP,,p,,"2007-11-29","2007-11-29"
661,Edwin Louis Cole,,p,,"2007-11-29","2007-11-29"
662,Van Crouch,,p,,"2007-11-29","2007-11-29"
663,Daniel D. Grippo,,p,,"2007-11-29","2007-11-29"
664,John Bunyan,,p,,"2007-11-29","2007-11-29"
665,William Deal,,p,,"2007-11-29","2007-11-29"
666,Elisabeth Elliot,,p,,"2007-11-29","2007-11-29"
667,Dr. J.L.Ch. Abineno,,p,,"2007-11-29","2007-11-29"
668,Glory EEVA Backman,,p,,"2007-11-29","2007-11-29"
669,"Drs.F.D.Wellem,M.Th.",,p,,"2007-11-29","2007-11-29"
670,Charles Spurgeon,,p,,"2007-11-29","2007-11-29"
671,James R.Shott,,p,,"2007-11-29","2007-11-29"
672,Charles R. & Swindoll,,p,,"2007-11-29","2007-11-29"
673,Johnn & Paula Sandford,,p,,"2007-11-29","2007-11-29"
674,Navin Chawla,,p,,"2007-11-29","2007-11-29"
675,Javes C.Hefley,,p,,"2007-11-29","2007-11-29"
676,A.W. Tozer,,p,,"2007-11-29","2007-11-29"
677,ibu Susilowati Hardiyanti,,p,,"2007-11-29","2007-11-29"
678,Hudson Taylor,,p,,"2007-11-29","2007-11-29"
679,Donta Dyer,,p,,"2007-11-29","2007-11-29"
680,Esther Ahn Kim,,p,,"2007-11-29","2007-11-29"
681,J. Reason,,p,,"2007-11-29","2007-11-29"
682,Leslie T. Lyall,,p,,"2007-11-29","2007-11-29"
683,Erwin W.Lutzer,,p,,"2007-11-29","2007-11-29"
684,Ny.Es.E.Maukary,,p,,"2007-11-29","2007-11-29"
685,"Ir. Gerry Kasih, MBA",,p,,"2007-11-29","2007-11-29"
686,Eric Gosden,,p,,"2007-11-29","2007-11-29"
687,Cyril J. Davey,,p,,"2007-11-29","2007-11-29"
688,Lucinda Vardey,,p,,"2007-11-29","2007-11-29"
689,Kermit C. Bradford,,p,,"2007-11-29","2007-11-29"
690,Adhy Asmara,,p,,"2007-11-29","2007-11-29"
691,Christiana Tsai,,p,,"2007-11-29","2007-11-29"
692,Pdt.Dr.Peter Wongso,,p,,"2007-11-29","2007-11-29"
693,Marolyn ford & Phyllis Boykin,,p,,"2007-11-29","2007-11-29"
694,Patricia St. John,,p,,"2007-11-29","2007-11-29"
695,Dr. W.J.Kooiman,,p,,"2007-11-29","2007-11-29"
696,Djoko Sulistyo,,p,,"2007-11-29","2007-11-29"
697,Pejuang Doa dan Rohani,,p,,"2007-11-29","2007-11-29"
698,Richard J. Foster & Gayle D. Beebe,,p,,"2007-11-29","2007-11-29"
699,Harry Foster,,p,,"2007-11-29","2007-11-29"
700,Richard W. De Haan,,p,,"2007-11-29","2007-11-29"
701,Martin R. De Haan II,,p,,"2007-11-29","2007-11-29"
702,ALICE P.MATHEWS,,p,,"2007-11-29","2007-11-29"
703,"YAHYA WIJAYA,PhD",,p,,"2007-11-29","2007-11-29"
704,RICHARD L. PRATT JR.,,p,,"2007-11-29","2007-11-29"
705,DR.PETER WONGSO,,p,,"2007-11-29","2007-11-29"
706,"Pdt.Dr.Rijnardus A.van Kooij, Yam'ah Tsalatsa A.",,p,,"2007-11-29","2007-11-29"
707,HERMAN RIDDERBOS,,p,,"2007-11-29","2007-11-29"
708,Peter H. Davids,,p,,"2007-11-29","2007-11-29"
709,SUSAN HUNT & RICHIE HUNT,,p,,"2007-11-29","2007-11-29"
710,RUTH BELL GRAHAM,,p,,"2007-11-29","2007-11-29"
711,MELODY CARLSON,,p,,"2007-11-29","2007-11-29"
712,R. KENT HUGHES,,p,,"2007-11-29","2007-11-29"
713,METANOIA,,p,,"2007-11-29","2007-11-29"
714,PHILIP ROSS,,p,,"2007-11-29","2007-11-29"
715,ARCH BOOKS,,p,,"2007-11-29","2007-11-29"
716,ALLAN HART JASHMANN,,p,,"2007-11-29","2007-11-29"
717,Richard A. Swenson,,p,,"2007-11-29","2007-11-29"
718,Lynne & Bill Hybels,,p,,"2007-11-29","2007-11-29"
719,PAUL ENNS,,p,,"2007-11-29","2007-11-29"
720,Petrus Kwik,,p,,"2007-11-29","2007-11-29"
721,DIANA HAGEE &JOHN HAGEE,,p,,"2007-11-29","2007-11-29"
722,H. NORMAN WRIGHT & GARY J. OLIVER,,p,,"2007-11-29","2007-11-29"
723,XAVIER QUENTIN PRANATA,,p,,"2007-11-29","2007-11-29"
724,MARKUS TAN,,p,,"2007-11-29","2007-11-29"
725,JOHN MACARTHUR,,p,,"2007-11-29","2007-11-29"
726,REV. CALEB SOO + DAVID CHIU,,p,,"2007-11-29","2007-11-29"
727,REV. PAULUS KURNIA,,p,,"2007-11-29","2007-11-29"
728,REV. ROBBY CHANDRA,,p,,"2007-11-29","2007-11-29"
729,REV. WILLIAM HOSANNA,,p,,"2007-11-29","2007-11-29"
730,REV. YOHANES ADRIE HARTOPO,,p,,"2007-11-29","2007-11-29"
731,CHINA SOUL FOR CHRIST FOUNDATION,,p,,"2007-11-29","2007-11-29"
732,RHEMA,,p,,"2007-11-29","2007-11-29"
733,Laura Ingalls Wilder,,p,,"2007-11-29","2007-11-29"
734,Roger Lea MacBride,,p,,"2007-11-29","2007-11-29"
735,Agus D.,,p,,"2007-11-29","2007-11-29"
736,Laura Derico,,p,,"2007-11-29","2007-11-29"
737,Laura Shipp Clarke and Dave Shipp,,p,,"2007-11-29","2007-11-29"
738,YPII,,p,,"2007-11-29","2007-11-29"
739,Hanna Sebadja,,p,,"2007-11-29","2007-11-29"
740,Ipeka Citra Binadaya,,p,,"2007-11-29","2007-11-29"
741,JoDee,,p,,"2007-11-29","2007-11-29"
742,Joseph Bergmann,,p,,"2007-11-29","2007-11-29"
743,Marie Claire Barth& B.A. Pareira,,p,,"2007-11-29","2007-11-29"
744,Matthew Henry,,p,,"2007-11-29","2007-11-29"
745,Dr.Robert M. Patterson,,p,,"2007-11-29","2007-11-29"
746,Dr. Robert M. Patterson,,p,,"2007-11-29","2007-11-29"
747,David L. Baker,,p,,"2007-11-29","2007-11-29"
748,Arie de Kuiper,,p,,"2007-11-29","2007-11-29"
749,Dr. J. de Heer,,p,,"2007-11-29","2007-11-29"
750,V.C. Pfitzner,,p,,"2007-11-29","2007-11-29"
751,Dr. B. J. Boland,,p,,"2007-11-29","2007-11-29"
752,"Walter C. Kaiser, Jr.",,p,,"2007-11-29","2007-11-29"
753,Henry T. Blackaby & Claude V. King,,p,,"2007-11-29","2007-11-29"
754,Beth Moore,,p,,"2007-11-29","2007-11-29"
755,Dr. J.L.Ch.Abineno,,p,,"2007-11-29","2007-11-29"
756,Evang Darmaputrae,,p,,"2007-11-29","2007-11-29"
757,J. Oswald Sanders,,p,,"2007-11-29","2007-11-29"
758,Esdinar Purba,,p,,"2007-11-29","2007-11-29"
759,Samuel H. Tirtamihardja,,p,,"2007-11-29","2007-11-29"
760,John White,,p,,"2007-11-29","2007-11-29"
761,Quentin J. Schultze,,p,,"2007-11-29","2007-11-29"
762,Khoe Yao Tung,,p,,"2007-11-29","2007-11-29"
763,Flora Slosson Wuellner,,p,,"2007-11-29","2007-11-29"
764,Anthony Yeo,,p,,"2007-11-29","2007-11-29"
765,Dale & Juanita Ryan,,p,,"2007-11-29","2007-11-29"
766,Drs. R.I. Suhartin,,p,,"2007-11-29","2007-11-29"
767,John Handol M.L.,,p,,"2007-11-29","2007-11-29"
768,R. Paul Stevens,,p,,"2007-11-29","2007-11-29"
769,Craig A. Evans,,p,,"2007-11-29","2007-11-29"
770,Dr. Gary R. Collins,,p,,"2007-11-29","2007-11-29"
771,Dra.Ny.Y. Singgih D. Gunarsa & Singgih D. Gunarsa,,p,,"2007-11-29","2007-11-29"
772,Dra.Ny. Yulia Singgih D. Gunarsa,,p,,"2007-11-29","2007-11-29"
773,Prof.Dr. Singgih D. Gunarsa,,p,,"2007-11-29","2007-11-29"
774,Larry Crabb,,p,,"2007-11-29","2007-11-29"
775,Warrer W. Wiersbe,,p,,"2007-11-29","2007-11-29"
776,"Richard A. Swenson, M.D.",,p,,"2007-11-29","2007-11-29"
777,J.Allan Petersen,,p,,"2007-11-29","2007-11-29"
778,Janice Jacobson (ed.),,p,,"2007-11-29","2007-11-29"
779,Ed Young,,p,,"2007-11-29","2007-11-29"
780,dr. Elizabeth Subrata,,p,,"2007-11-29","2007-11-29"
781,Glenda Malimin,,p,,"2007-11-29","2007-11-29"
782,Paul Gunadi & Lortha Gb. Mahanani,,p,,"2007-11-29","2007-11-29"
783,Ralph O. Muncaster,,p,,"2007-11-29","2007-11-29"
784,James Emery White,,p,,"2007-11-29","2007-11-29"
785,John RW Stott,,p,,"2007-11-29","2007-11-29"
786,Dept Pembinaan Anak & Pemuda,,p,,"2007-11-29","2007-11-29"
787,Drs. Paulus Lie,,p,,"2007-11-29","2007-11-29"
788,Kalam Hidup,,p,,"2007-11-29","2007-11-29"
789,Perkantas,,p,,"2007-11-29","2007-11-29"
790,Jim Weidmann & Kurt Bruner,,p,,"2007-11-29","2007-11-29"
791,Kenneth N Taylor,,p,,"2007-11-29","2007-11-29"
792,Paul Harrison,,p,,"2007-11-29","2007-11-29"
793,Robert Devries,,p,,"2007-11-29","2007-11-29"
794,Jerry Bridges,,p,,"2007-11-29","2007-11-29"
795,Kevin D. Huggins Ph.D,,p,,"2007-11-29","2007-11-29"
796,William Mouser,,p,,"2007-11-29","2007-11-29"
797,Dr. Mary Setiwani & Pdt Dr. stephen Tong,,p,,"2007-11-29","2007-11-29"
798,John Benton & John Peet,,p,,"2007-11-29","2007-11-29"
799,Paulus Lie,,p,,"2007-11-29","2007-11-29"
800,"Jenny Bernandus, dkk",,p,,"2007-11-29","2007-11-29"
801,Norman Geisler & Ron Brooks,,p,,"2007-11-29","2007-11-29"
802,LYD,,p,,"2007-11-29","2007-11-29"
803,Rebecca Brown MD,,p,,"2007-11-29","2007-11-29"
804,Thomas Watson,,p,,"2007-11-29","2007-11-29"
805,Maqdalene Kawotjo,,p,,"2007-11-29","2007-11-29"
806,Paul Stevens,,p,,"2007-11-29","2007-11-29"
807,Norman L. Geisler,,p,,"2007-11-29","2007-11-29"
808,J.C Ryle,,p,,"2007-11-29","2007-11-29"
809,J.I Packer,,p,,"2007-11-29","2007-11-29"
810,Brian J. Walsh & J. Richard Middleton,,p,,"2007-11-29","2007-11-29"
811,Paul Borthwick,,p,,"2007-11-29","2007-11-29"
812,Billy Graham & Rebecca Manley Pippert,,p,,"2007-11-29","2007-11-29"
813,Yohan Candrawasa,,p,,"2007-11-29","2007-11-29"
814,T.M Moore,,p,,"2007-11-29","2007-11-29"
815,Allan Harkness,,p,,"2007-11-29","2007-11-29"
816,James C. Petty,,p,,"2007-11-29","2007-11-29"
817,Billy Kristanto,,p,,"2007-11-29","2007-11-29"
