"author_id","author_name","author_year","authority_type","auth_list","input_date","last_update"
434,Kris Lundgaard,,p,,2007-11-29,2007-11-29
435,GMA Nainggolan,,p,,2007-11-29,2007-11-29
436,Siswanto Surjorahardjo Johny The,,p,,2007-11-29,2007-11-29
437,"John H. Greist, M.D. & James W. Jefferson, M.D.",,p,,2007-11-29,2007-11-29
438,Prof. Dr. Singgih D.Gunarsa & Dra.Ny.Y.Singgih D.G,,p,,2007-11-29,2007-11-29
439,Katherine Paterson,,p,,2007-11-29,2007-11-29
440,"Ty C. Colbert, Ph.D.",,p,,2007-11-29,2007-11-29
441,"Don Colbert, M.D.",,p,,2007-11-29,2007-11-29
442,David A. Seamands,,p,,2007-11-29,2007-11-29
443,Robert S. Kreider & Rachel Waltner Goossen,,p,,2007-11-29,2007-11-29
444,Ny. E.L.Tobing br. Pardede dkk,,p,,2007-11-29,2007-11-29
445,Gordon D.Fee,,p,,2007-11-29,2007-11-29
446,DR. Jonathan A. Trisna,,p,,2007-11-29,2007-11-29
447,Herlianto,,p,,2007-11-29,2007-11-29
448,"Reginald Cherry, M.D.",,p,,2007-11-29,2007-11-29
449,Edward T. Welch,,p,,2007-11-29,2007-11-29
450,D. Martyn Lloyd Jones,,p,,2007-11-29,2007-11-29
451,Yakub B. Susabda,,p,,2007-11-29,2007-11-29
452,Norman E. Thomas,,p,,2007-11-29,2007-11-29
453,John Thornbury,,p,,2007-11-29,2007-11-29
454,Don Richardson,,p,,2007-11-29,2007-11-29
455,K.M.L. Tobing,,p,,2007-11-29,2007-11-29
456,Pdt. Mangisi Simorangkir,,p,,2007-11-29,2007-11-29
457,Will Metzger,,p,,2007-11-29,2007-11-29
458,Harry Blamires,,p,,2007-11-29,2007-11-29
459,Bruce Lansky,,p,,2007-11-29,2007-11-29
460,"John  Gottman, Ph.D. & Joan DeClaire",,p,,2007-11-29,2007-11-29
461,W. Andrew Hoffecker & Gary Scott Smith,,p,,2007-11-29,2007-11-29
462,James W. Sire,,p,,2007-11-29,2007-11-29
463,Pdt. Markus T. Suryanto,,p,,2007-11-29,2007-11-29
464,Budiayin Zakaria,,p,,2007-11-29,2007-11-29
465,John Cort & Charles Riggs,,p,,2007-11-29,2007-11-29
466,Walter Trobisch,,p,,2007-11-29,2007-11-29
467,Th.C.Vriezen,,p,,2007-11-29,2007-11-29
468,Dr.C.J. Den Heyer,,p,,2007-11-29,2007-11-29
469,Stewart Snook,,p,,2007-11-29,2007-11-29
470,Jakob Van Bruggen,,p,,2007-11-29,2007-11-29
471,"John M,. Frame",,p,,2007-11-29,2007-11-29
472,Douglas Groothuis,,p,,2007-11-29,2007-11-29
473,Ronald H. Nash,,p,,2007-11-29,2007-11-29
474,Anthony A. Hoekema,,p,,2007-11-29,2007-11-29
475,John Owen,,p,,2007-11-29,2007-11-29
476,Hans Maris,,p,,2007-11-29,2007-11-29
477,Jonathan Edwards,,p,,2007-11-29,2007-11-29
478,John Piper,,p,,2007-11-29,2007-11-29
479,Edwin H. Palmer,,p,,2007-11-29,2007-11-29
480,Arthur W. Pink,,p,,2007-11-29,2007-11-29
481,John Murray,,p,,2007-11-29,2007-11-29
482,Yajub B. Susabda Ph.D,,p,,2007-11-29,2007-11-29
483,J. Vernon McGee,,p,,2007-11-29,2007-11-29
484,Oswald Chambers,,p,,2007-11-29,2007-11-29
485,Dr. J. Verkuyl,,p,,2007-11-29,2007-11-29
486,Robert Crossley,,p,,2007-11-29,2007-11-29
487,Thomy J. Matakupan,,p,,2007-11-29,2007-11-29
488,Thomy J. Matakupan & Julio Kristano,,p,,2007-11-29,2007-11-29
489,Peter Kreeft & Ronald K. Tacell,,p,,2007-11-29,2007-11-29
490,Colin Brown,,p,,2007-11-29,2007-11-29
491,Pdt.Dr. Stephen Tong,,p,,2007-11-29,2007-11-29
492,Pdt.Dr.Stephen Tong,,p,,2007-11-29,2007-11-29
493,Robert G. Rayburn,,p,,2007-11-29,2007-11-29
494,Steve Cray,,p,,2007-11-29,2007-11-29
495,Mark Hitchcock,,p,,2007-11-29,2007-11-29
496,MC Candlish Phillips,,p,,2007-11-29,2007-11-29
497,R.C Sproul,,p,,2007-11-29,2007-11-29
498,"Drs.Agung Wibisana Surya, Th.M.",,p,,2007-11-29,2007-11-29
499,Pdt. Nhemiah Mimery,,p,,2007-11-29,2007-11-29
500,Paul E. Little,,p,,2007-11-29,2007-11-29
501,J.R.W. Stott,,p,,2007-11-29,2007-11-29
502,A. J. Russel,,p,,2007-11-29,2007-11-29
503,SUTANTO L. TJOKRO,,p,,2007-11-29,2007-11-29
504,JOANNE SIMMONS,,p,,2007-11-29,2007-11-29
505,Kenneth Richard Samples,,p,,2007-11-29,2007-11-29
506,HANANTO KUSUMO,,p,,2007-11-29,2007-11-29
507,PDT. DR. FRIDOLIN  UKUR,,p,,2007-11-29,2007-11-29
508,LEMBAGA ALIKITAB INDONESIA,,p,,2007-11-29,2007-11-29
509,FREDA HATFIELD TONG,,p,,2007-11-29,2007-11-29
510,DR. VIVIAN A. SOESILO,,p,,2007-11-29,2007-11-29
511,MARIA VON TRAPP,,p,,2007-11-29,2007-11-29
512,DEBORAH NORVILLE,,p,,2007-11-29,2007-11-29
513,LAI,,p,,2007-11-29,2007-11-29
514,HOLY SETYOWATI,,p,,2007-11-29,2007-11-29
515,STANLEY J. GRENZ,,p,,2007-11-29,2007-11-29
516,ROBERT VELARDE,,p,,2007-11-29,2007-11-29
517,"W. ANDREW HOFFECKER,GARY SCOTT SMITH",,p,,2007-11-29,2007-11-29
518,DR. JAN FOKKELMAN,,p,,2007-11-29,2007-11-29
519,MABEL WILLIAMSON,,p,,2007-11-29,2007-11-29
520,A.C. KRUYT,,p,,2007-11-29,2007-11-29
521,"B.W. KRANENDONK, A.F. VAN TOOR",,p,,2007-11-29,2007-11-29
522,"PDT. DENIS GREEN,LL.B,B.D",,p,,2007-11-29,2007-11-29
523,"DR. PAUL ELLINGWORTH, DR. EUGENE A. NIDA",,p,,2007-11-29,2007-11-29
524,"I JIN LOH , HOWARD A. HATTON",,p,,2007-11-29,2007-11-29
525,"DR. BARCLAY M. NEWMAN, DR. PHILIP C. STINE",,p,,2007-11-29,2007-11-29
526,DAUD SOESILO,,p,,2007-11-29,2007-11-29
527,LIFE,,p,,2007-11-29,2007-11-29
528,SULIANA G.,,p,,2007-11-29,2007-11-29
529,JOHN CALVIN,,p,,2007-11-29,2007-11-29
530,PHYLLIS TEN ELSHOF,,p,,2007-11-29,2007-11-29
531,PDT. L.Z. RAPRAP,,p,,2007-11-29,2007-11-29
532,HUSTON SMITH,,p,,2007-11-29,2007-11-29
533,NICOLAS J. WOLY,,p,,2007-11-29,2007-11-29
534,S. RAHOYO,,p,,2007-11-29,2007-11-29
535,HAYLEY DIMARCO&MICHAEL DIMARCO,,p,,2007-11-29,2007-11-29
536,KUMPULAN CERPEN,,p,,2007-11-29,2007-11-29
537,MAGDALENA A. LODIAY,,p,,2007-11-29,2007-11-29
538,HAYLEY DIMARCO,,p,,2007-11-29,2007-11-29
539,KARA POWELL & KENDALL PAYNE,,p,,2007-11-29,2007-11-29
540,Dr. DAVID STOOP & Dr. JAN STOOP,,p,,2007-11-29,2007-11-29
541,BOB DAN YVONNE TURNBULL,,p,,2007-11-29,2007-11-29
542,CYNTHIA CULP & CHARITY ALLEN WINTERS,,p,,2007-11-29,2007-11-29
543,CYNTHIA HEALD,,p,,2007-11-29,2007-11-29
544,Dr. RUBIN ADI ABRAHAM,,p,,2007-11-29,2007-11-29
545,"BEVERLY LAHAYE, JULIE CLINTON,DLL",,p,,2007-11-29,2007-11-29
546,Dr. James C.Dobson,,p,,2007-11-29,2007-11-29
547,ANNE K. HERSHBERGER,,p,,2007-11-29,2007-11-29
548,PATRICK A. MEANS,,p,,2007-11-29,2007-11-29
549,SULISTYANTO,,p,,2007-11-29,2007-11-29
550,YLSA,,p,,2007-11-29,2007-11-29
551,PDT JOSHUA LIE,,p,,2007-11-29,2007-11-29
552,STELLA ZHOU,,p,,2007-11-29,2007-11-29
553,TOMMYANTO KANDISAPUTRA,,p,,2007-11-29,2007-11-29
554,DAUD KOSASIH,,p,,2007-11-29,2007-11-29
555,JENNIFER THAM,,p,,2007-11-29,2007-11-29
556,SAEKO HASEGAWA,,p,,2007-11-29,2007-11-29
557,MIGUEL FELIPE,,p,,2007-11-29,2007-11-29
558,HARVEST,,p,,2007-11-29,2007-11-29
559,MAL VIDEO,,p,,2007-11-29,2007-11-29
560,PRESTIGE PICTURE,,p,,2007-11-29,2007-11-29
561,SAVED LO MUSIC GOSPEL MISSION,,p,,2007-11-29,2007-11-29
562,BPK,,p,,2007-11-29,2007-11-29
563,CHRIS WOLD DYRUD,,p,,2007-11-29,2007-11-29
564,Jean Fischer,,p,,2007-11-29,2007-11-29
565,Elspeth Campbell Murphy,,p,,2007-11-29,2007-11-29
566,Arthur F. Holmes,,p,,2007-11-29,2007-11-29
567,"Patty Aubery, Jack Canfield",,p,,2007-11-29,2007-11-29
568,"Neil Clark Warren, Ph.D.",,p,,2007-11-29,2007-11-29
569,"Dr. & Ny. Chong Kwong Tek, T. & Ny. Chua Wee Hian",,p,,2007-11-29,2007-11-29
570,Ny. Laury Christian,,p,,2007-11-29,2007-11-29
571,Ray E. Short,,p,,2007-11-29,2007-11-29
572,Jimmy & Jenny Oentoro,,p,,2007-11-29,2007-11-29
573,Alice & Robert Fryling,,p,,2007-11-29,2007-11-29
574,Les Parrott 3,,p,,2007-11-29,2007-11-29
575,"Paul Meier, M.D., Jan Meier",,p,,2007-11-29,2007-11-29
576,Yoshua Wahyudi,,p,,2007-11-29,2007-11-29
577,Badan Pengurus LAI,,p,,2007-11-29,2007-11-29
578,Ravi Zacharias,,p,,2007-11-29,2007-11-29
579,Michael Drosnin,,p,,2007-11-29,2007-11-29
580,Ugi Halim,,p,,2007-11-29,2007-11-29
581,S. Damaris,,p,,2007-11-29,2007-11-29
582,Dr. L.Humes,,p,,2007-11-29,2007-11-29
583,Walter A Elwell,,p,,2007-11-29,2007-11-29
584,Walter A. Elwell,,p,,2007-11-29,2007-11-29
585,W.Gary Crampton,,p,,2007-11-29,2007-11-29
586,Mary Jones,,p,,2007-11-29,2007-11-29
587,John T. Sisemore,,p,,2007-11-29,2007-11-29
588,Paul Humphrey,,p,,2007-11-29,2007-11-29
589,Rudy A. Runtukahu,,p,,2007-11-29,2007-11-29
590,Catherine Storr,,p,,2007-11-29,2007-11-29
591,L.S. Teesha,,p,,2007-11-29,2007-11-29
592,Patabun oppusunggu,,p,,2007-11-29,2007-11-29
593,H.P. Nasution,,p,,2007-11-29,2007-11-29
594,Permadi Sasrabahu,,p,,2007-11-29,2007-11-29
595,Taswin Taruna,,p,,2007-11-29,2007-11-29
596,Tim Abba Production,,p,,2007-11-29,2007-11-29
597,Irving Hexham,,p,,2007-11-29,2007-11-29
598,Josh Mcdowell & Bill Jones,,p,,2007-11-29,2007-11-29
599,Molly Detweiler,,p,,2007-11-29,2007-11-29
600,"Marshall, Morgan and Scott",,p,,2007-11-29,2007-11-29
601,Lee Strobel,,p,,2007-11-29,2007-11-29
602,M.M. Brem,,p,,2007-11-29,2007-11-29
603,L.H. Dalton,,p,,2007-11-29,2007-11-29
604,Redaksi PAK-PGI,,p,,2007-11-29,2007-11-29
605,Hans Wilhelm,,p,,2007-11-29,2007-11-29
606,Grid Blyton,,p,,2007-11-29,2007-11-29
607,G. I Williamson,,p,,2007-11-29,2007-11-29
608,John M. Frame,,p,,2007-11-29,2007-11-29
609,Ny. Ev. Hanna Sebadja S. Th.,,p,,2007-11-29,2007-11-29
610,H. A. Oppusunggu,,p,,2007-11-29,2007-11-29
611,Mack Thomas,,p,,2007-11-29,2007-11-29
612,Alice Joyce Davidson,,p,,2007-11-29,2007-11-29
613,Neta Jackson,,p,,2007-11-29,2007-11-29
614,The Story Keepers,,p,,2007-11-29,2007-11-29
615,Barbara Davoll,,p,,2007-11-29,2007-11-29
616,Mary Manz Simon,,p,,2007-11-29,2007-11-29
617,Tyas Arnadi,,p,,2007-11-29,2007-11-29
618,Libby weed,,p,,2007-11-29,2007-11-29
619,Stephanie Jeffs dan Roger Fereday,,p,,2007-11-29,2007-11-29
620,Anne de Graaf,,p,,2007-11-29,2007-11-29
621,Stephanie McFetridge Britt,,p,,2007-11-29,2007-11-29
622,Shep Ireland,,p,,2007-11-29,2007-11-29
623,Kenneth N. Taylor,,p,,2007-11-29,2007-11-29
624,Joanna Weaver,,p,,2007-11-29,2007-11-29
625,Debby Anderson,,p,,2007-11-29,2007-11-29
626,Jeniffer Stewart,,p,,2007-11-29,2007-11-29
627,Jodee McConnaughhay,,p,,2007-11-29,2007-11-29
628,Adele Ellis,,p,,2007-11-29,2007-11-29
629,Yunita D. Harahap,,p,,2007-11-29,2007-11-29
630,Stephen Elkins,,p,,2007-11-29,2007-11-29
631,J.L. Swellengrebel,,p,,2007-11-29,2007-11-29
632,JOHN MAXWELL,,p,,2007-11-29,2007-11-29
633,Sam Wellman,,p,,2007-11-29,2007-11-29
634,Kim Donghwa,,p,,2007-11-29,2007-11-29
635,Hennepin Ave,,p,,2007-11-29,2007-11-29
636,L.J. Sattgast,,p,,2007-11-29,2007-11-29
637,Vic Lockman,,p,,2007-11-29,2007-11-29
638,Mary E. Erickson,,p,,2007-11-29,2007-11-29
639,"Allan Hart Jahsmann, Martin P.Simon",,p,,2007-11-29,2007-11-29
640,V. Gilbert Bears,,p,,2007-11-29,2007-11-29
641,Susan L. lingo,,p,,2007-11-29,2007-11-29
642,Susan Hunt,,p,,2007-11-29,2007-11-29
643,Susan Hunt & Ritchie Hunt,,p,,2007-11-29,2007-11-29
644,Lois Rock & Maureen Galvani,,p,,2007-11-29,2007-11-29
645,Claudine Gevry,,p,,2007-11-29,2007-11-29
646,Terry Jean Day,,p,,2007-11-29,2007-11-29
647,Anne Adams,,p,,2007-11-29,2007-11-29
648,Carolyn Larsen,,p,,2007-11-29,2007-11-29
649,Phil A. Smouse,,p,,2007-11-29,2007-11-29
650,Seluruh anak-anak di dunia,,p,,2007-11-29,2007-11-29
651,Dan Brown,,p,,2007-11-29,2007-11-29
652,Martin Lunn,,p,,2007-11-29,2007-11-29
653,James L. Garlow & Peter Jones,,p,,2007-11-29,2007-11-29
654,Herbert Krosney,,p,,2007-11-29,2007-11-29
655,Lynn Picknett & Clive Prince,,p,,2007-11-29,2007-11-29
656,"Michael Baigent, Richard Leigh & Henry Lincoln",,p,,2007-11-29,2007-11-29
657,Ir. Herlianto M. Th,,p,,2007-11-29,2007-11-29
658,Gilbert Lumoindong,,p,,2007-11-29,2007-11-29
659,Tim Redaksi LLB,,p,,2007-11-29,2007-11-29
660,Kevin R. Quick,,p,,2007-11-29,2007-11-29
661,Jonathan Prawira,,p,,2007-11-29,2007-11-29
662,Merry Sutedja,,p,,2007-11-29,2007-11-29
663,Joyce Meyer,,p,,2007-11-29,2007-11-29
664,Carol An Morrow,,p,,2007-11-29,2007-11-29
665,Kass Perry Dotterweich,,p,,2007-11-29,2007-11-29
666,Daniel Grippo,,p,,2007-11-29,2007-11-29
667,Christine A. Adams,,p,,2007-11-29,2007-11-29
668,Linda Allison-Lewis,,p,,2007-11-29,2007-11-29
669,Steve Ilg,,p,,2007-11-29,2007-11-29
670,Michael Joseph,,p,,2007-11-29,2007-11-29
671,Karen Katafiasz,,p,,2007-11-29,2007-11-29
672,David W. Schell,,p,,2007-11-29,2007-11-29
673,Cherry Hartman,,p,,2007-11-29,2007-11-29
674,Linus Mundy,,p,,2007-11-29,2007-11-29
675,Lisa Engelhardt,,p,,2007-11-29,2007-11-29
676,Kas Dotterweich,,p,,2007-11-29,2007-11-29
677,Derric Johnson,,p,,2007-11-29,2007-11-29
678,Tim WRP,,p,,2007-11-29,2007-11-29
679,Edwin Louis Cole,,p,,2007-11-29,2007-11-29
680,Van Crouch,,p,,2007-11-29,2007-11-29
681,Daniel D. Grippo,,p,,2007-11-29,2007-11-29
682,John Bunyan,,p,,2007-11-29,2007-11-29
683,William Deal,,p,,2007-11-29,2007-11-29
684,Elisabeth Elliot,,p,,2007-11-29,2007-11-29
685,Dr. J.L.Ch. Abineno,,p,,2007-11-29,2007-11-29
686,Glory EEVA Backman,,p,,2007-11-29,2007-11-29
687,"Drs.F.D.Wellem,M.Th.",,p,,2007-11-29,2007-11-29
688,Charles Spurgeon,,p,,2007-11-29,2007-11-29
689,James R.Shott,,p,,2007-11-29,2007-11-29
690,Charles R. & Swindoll,,p,,2007-11-29,2007-11-29
691,Johnn & Paula Sandford,,p,,2007-11-29,2007-11-29
692,Navin Chawla,,p,,2007-11-29,2007-11-29
693,Javes C.Hefley,,p,,2007-11-29,2007-11-29
694,A.W. Tozer,,p,,2007-11-29,2007-11-29
695,ibu Susilowati Hardiyanti,,p,,2007-11-29,2007-11-29
696,Hudson Taylor,,p,,2007-11-29,2007-11-29
697,Donta Dyer,,p,,2007-11-29,2007-11-29
698,Esther Ahn Kim,,p,,2007-11-29,2007-11-29
699,J. Reason,,p,,2007-11-29,2007-11-29
700,Leslie T. Lyall,,p,,2007-11-29,2007-11-29
701,Erwin W.Lutzer,,p,,2007-11-29,2007-11-29
702,Ny.Es.E.Maukary,,p,,2007-11-29,2007-11-29
703,"Ir. Gerry Kasih, MBA",,p,,2007-11-29,2007-11-29
704,Eric Gosden,,p,,2007-11-29,2007-11-29
705,Cyril J. Davey,,p,,2007-11-29,2007-11-29
706,Lucinda Vardey,,p,,2007-11-29,2007-11-29
707,Kermit C. Bradford,,p,,2007-11-29,2007-11-29
708,Adhy Asmara,,p,,2007-11-29,2007-11-29
709,Christiana Tsai,,p,,2007-11-29,2007-11-29
710,Pdt.Dr.Peter Wongso,,p,,2007-11-29,2007-11-29
711,Marolyn ford & Phyllis Boykin,,p,,2007-11-29,2007-11-29
712,Patricia St. John,,p,,2007-11-29,2007-11-29
713,Dr. W.J.Kooiman,,p,,2007-11-29,2007-11-29
714,Djoko Sulistyo,,p,,2007-11-29,2007-11-29
715,Pejuang Doa dan Rohani,,p,,2007-11-29,2007-11-29
716,Richard J. Foster & Gayle D. Beebe,,p,,2007-11-29,2007-11-29
717,Harry Foster,,p,,2007-11-29,2007-11-29
718,Richard W. De Haan,,p,,2007-11-29,2007-11-29
719,Martin R. De Haan II,,p,,2007-11-29,2007-11-29
720,ALICE P.MATHEWS,,p,,2007-11-29,2007-11-29
721,"YAHYA WIJAYA,PhD",,p,,2007-11-29,2007-11-29
722,RICHARD L. PRATT JR.,,p,,2007-11-29,2007-11-29
723,DR.PETER WONGSO,,p,,2007-11-29,2007-11-29
724,"Pdt.Dr.Rijnardus A.van Kooij, Yam'ah Tsalatsa A.",,p,,2007-11-29,2007-11-29
725,HERMAN RIDDERBOS,,p,,2007-11-29,2007-11-29
726,"TIM LAHAYE, JERRY B.JENKINS",,p,,2007-11-29,2007-11-29
727,Peter H. Davids,,p,,2007-11-29,2007-11-29
728,SUSAN HUNT & RICHIE HUNT,,p,,2007-11-29,2007-11-29
729,RUTH BELL GRAHAM,,p,,2007-11-29,2007-11-29
730,MELODY CARLSON,,p,,2007-11-29,2007-11-29
731,R. KENT HUGHES,,p,,2007-11-29,2007-11-29
732,METANOIA,,p,,2007-11-29,2007-11-29
733,PHILIP ROSS,,p,,2007-11-29,2007-11-29
734,ARCH BOOKS,,p,,2007-11-29,2007-11-29
735,ALLAN HART JASHMANN,,p,,2007-11-29,2007-11-29
736,Richard A. Swenson,,p,,2007-11-29,2007-11-29
737,MARVA J. DAWN,,p,,2007-11-29,2007-11-29
738,PAUL ENNS,,p,,2007-11-29,2007-11-29
739,DIANA HAGEE &JOHN HAGEE,,p,,2007-11-29,2007-11-29
740,H. NORMAN WRIGHT & GARY J. OLIVER,,p,,2007-11-29,2007-11-29
741,XAVIER QUENTIN PRANATA,,p,,2007-11-29,2007-11-29
742,MARKUS TAN,,p,,2007-11-29,2007-11-29
743,JOHN MACARTHUR,,p,,2007-11-29,2007-11-29
744,REV. CALEB SOO + DAVID CHIU,,p,,2007-11-29,2007-11-29
745,REV. PAULUS KURNIA,,p,,2007-11-29,2007-11-29
746,REV. ROBBY CHANDRA,,p,,2007-11-29,2007-11-29
747,REV. WILLIAM HOSANNA,,p,,2007-11-29,2007-11-29
748,REV. YOHANES ADRIE HARTOPO,,p,,2007-11-29,2007-11-29
749,CHINA SOUL FOR CHRIST FOUNDATION,,p,,2007-11-29,2007-11-29
750,RHEMA,,p,,2007-11-29,2007-11-29
751,Laura Ingalls Wilder,,p,,2007-11-29,2007-11-29
752,Roger Lea MacBride,,p,,2007-11-29,2007-11-29
753,Agus D.,,p,,2007-11-29,2007-11-29
754,Laura Derico,,p,,2007-11-29,2007-11-29
755,Laura Shipp Clarke and Dave Shipp,,p,,2007-11-29,2007-11-29
756,YPII,,p,,2007-11-29,2007-11-29
757,Hanna Sebadja,,p,,2007-11-29,2007-11-29
758,Ipeka Citra Binadaya,,p,,2007-11-29,2007-11-29
759,JoDee,,p,,2007-11-29,2007-11-29
760,Joseph Bergmann,,p,,2007-11-29,2007-11-29
761,Marie Claire Barth& B.A. Pareira,,p,,2007-11-29,2007-11-29
762,Matthew Henry,,p,,2007-11-29,2007-11-29
763,Dr.Robert M. Patterson,,p,,2007-11-29,2007-11-29
764,Dr. Robert M. Patterson,,p,,2007-11-29,2007-11-29
765,David L. Baker,,p,,2007-11-29,2007-11-29
766,Arie de Kuiper,,p,,2007-11-29,2007-11-29
767,Dr. J. de Heer,,p,,2007-11-29,2007-11-29
768,V.C. Pfitzner,,p,,2007-11-29,2007-11-29
769,Dr. B. J. Boland,,p,,2007-11-29,2007-11-29
770,"Walter C. Kaiser, Jr.",,p,,2007-11-29,2007-11-29
771,Henry T. Blackaby & Claude V. King,,p,,2007-11-29,2007-11-29
772,Beth Moore,,p,,2007-11-29,2007-11-29
773,Dr. J.L.Ch.Abineno,,p,,2007-11-29,2007-11-29
774,Evang Darmaputrae,,p,,2007-11-29,2007-11-29
775,J. Oswald Sanders,,p,,2007-11-29,2007-11-29
776,Esdinar Purba,,p,,2007-11-29,2007-11-29
777,Samuel H. Tirtamihardja,,p,,2007-11-29,2007-11-29
778,Quentin J. Schultze,,p,,2007-11-29,2007-11-29
779,Gill Dickinson,,p,,2007-11-29,2007-11-29
780,Anthony Yeo,,p,,2007-11-29,2007-11-29
781,Dale & Juanita Ryan,,p,,2007-11-29,2007-11-29
782,Drs. R.I. Suhartin,,p,,2007-11-29,2007-11-29
783,John Handol M.L.,,p,,2007-11-29,2007-11-29
784,R. Paul Stevens,,p,,2007-11-29,2007-11-29
785,Craig A. Evans,,p,,2007-11-29,2007-11-29
786,Dr. Gary R. Collins,,p,,2007-11-29,2007-11-29
787,Dra.Ny.Y. Singgih D. Gunarsa & Singgih D. Gunarsa,,p,,2007-11-29,2007-11-29
788,Dra.Ny. Yulia Singgih D. Gunarsa,,p,,2007-11-29,2007-11-29
789,Prof.Dr. Singgih D. Gunarsa,,p,,2007-11-29,2007-11-29
790,Larry Crabb,,p,,2007-11-29,2007-11-29
791,Warrer W. Wiersbe,,p,,2007-11-29,2007-11-29
792,Dr. Henry Cloud,,p,,2007-11-29,2007-11-29
793,Hendra G. Mulia (ed.),,p,,2007-11-29,2007-11-29
794,J.Allan Petersen,,p,,2007-11-29,2007-11-29
795,Janice Jacobson (ed.),,p,,2007-11-29,2007-11-29
796,Ed Young,,p,,2007-11-29,2007-11-29
797,dr. Elizabeth Subrata,,p,,2007-11-29,2007-11-29
798,Glenda Malimin,,p,,2007-11-29,2007-11-29
799,Paul Gunadi & Lortha Gb. Mahanani,,p,,2007-11-29,2007-11-29
800,Ralph O. Muncaster,,p,,2007-11-29,2007-11-29
801,James Emery White,,p,,2007-11-29,2007-11-29
802,John RW Stott,,p,,2007-11-29,2007-11-29
803,Dept Pembinaan Anak & Pemuda,,p,,2007-11-29,2007-11-29
804,Drs. Paulus Lie,,p,,2007-11-29,2007-11-29
805,Kalam Hidup,,p,,2007-11-29,2007-11-29
806,Perkantas,,p,,2007-11-29,2007-11-29
807,Jim Weidmann & Kurt Bruner,,p,,2007-11-29,2007-11-29
808,Kenneth N Taylor,,p,,2007-11-29,2007-11-29
809,Paul Harrison,,p,,2007-11-29,2007-11-29
810,Robert Devries,,p,,2007-11-29,2007-11-29
811,Jerry Bridges,,p,,2007-11-29,2007-11-29
812,Kevin D. Huggins Ph.D,,p,,2007-11-29,2007-11-29
813,William Mouser,,p,,2007-11-29,2007-11-29
814,Dr. Mary Setiwani & Pdt Dr. stephen Tong,,p,,2007-11-29,2007-11-29
815,John Benton & John Peet,,p,,2007-11-29,2007-11-29
816,Paulus Lie,,p,,2007-11-29,2007-11-29
817,"Jenny Bernandus, dkk",,p,,2007-11-29,2007-11-29
818,Norman Geisler & Ron Brooks,,p,,2007-11-29,2007-11-29
819,LYD,,p,,2007-11-29,2007-11-29
820,Rebecca Brown MD,,p,,2007-11-29,2007-11-29
821,Thomas Watson,,p,,2007-11-29,2007-11-29
822,Maqdalene Kawotjo,,p,,2007-11-29,2007-11-29
823,Paul Stevens,,p,,2007-11-29,2007-11-29
824,Norman L. Geisler,,p,,2007-11-29,2007-11-29
825,J.C Ryle,,p,,2007-11-29,2007-11-29
826,J.I Packer,,p,,2007-11-29,2007-11-29
827,Brian J. Walsh & J. Richard Middleton,,p,,2007-11-29,2007-11-29
828,Paul Borthwick,,p,,2007-11-29,2007-11-29
829,Billy Graham & Rebecca Manley Pippert,,p,,2007-11-29,2007-11-29
830,Yohan Candrawasa,,p,,2007-11-29,2007-11-29
831,T.M Moore,,p,,2007-11-29,2007-11-29
832,Allan Harkness,,p,,2007-11-29,2007-11-29
833,James C. Petty,,p,,2007-11-29,2007-11-29
834,Billy Kristanto,,p,,2007-11-29,2007-11-29
835,Nicholas Wolterstorff,,p,,2007-11-29,2007-11-29
836,David A. Zimmerman,,p,,2007-11-29,2007-11-29
837,John Piper & Justin Taylor,,p,,2007-11-29,2007-11-29
838,Stanley J Grenz,,p,,2007-11-29,2007-11-29
839,Leelie Newbigin,,p,,2007-11-29,2007-11-29
840,David J Hesselgrave,,p,,2007-11-29,2007-11-29
841,"Cornelius Plantinga, jr",,p,,2007-11-29,2007-11-29
842,Anthony A Hoekema,,p,,2007-11-29,2007-11-29
843,G.I Williamson,,p,,2007-11-29,2007-11-29
844,Alvin C. Plantinga,,p,,2007-11-29,2007-11-29
845,Dr. Harun Hadiwijono,,p,,2007-11-29,2007-11-29
846,Manfred T. Brauch,,p,,2007-11-29,2007-11-29
847,Margaret Fishback Powers,,p,,2007-11-29,2007-11-29
848,Maria Audrey Lukito,,p,,2007-11-29,2007-11-29
849,Allan & Barbarra Pease,,p,,2007-11-29,2007-11-29
850,Wayne Rice,,p,,2007-11-29,2007-11-29
851,Dr. Hnry Cloud & Dr. John Townsend,,p,,2007-11-29,2007-11-29
852,Donatus A. Nugroho,,p,,2007-11-29,2007-11-29
853,Drs. Les & Leslie,,p,,2007-11-29,2007-11-29
854,"Sigit Suryanto, S.Sos",,p,,2007-11-29,2007-11-29
855,Dra. Ostaria Silaban,,p,,2007-11-29,2007-11-29
856,Josh Mcdowell & Bob Hostetler,,p,,2007-11-29,2007-11-29
857,Susan L Lingo,,p,,2007-11-29,2007-11-29
858,Melissa Wiley ,,p,,2007-11-29,2007-11-29
859,Enid Blyton,,p,,2007-11-29,2007-11-29
860,Geronimo Stilton,,p,,2007-11-29,2007-11-29
861,Damon J. Taylor,,p,,2007-11-29,2007-11-29
862,Lyndon Santoso (editor),,p,,2007-11-29,2007-11-29
863,David Oliver,,p,,2007-11-29,2007-11-29
864,Connie Neumann,,p,,2007-11-29,2007-11-29
865,Jackie Kendall & Debbie Jones,,p,,2007-11-29,2007-11-29
